2011-04-05 15:15:25.731786	T001	19.5
2011-04-05 16:24:22.228476	M001	OFF
2011-04-05 16:24:22.277649	M016	ON
2011-04-05 16:24:23.533046	M008	OFF
2011-04-05 16:24:23.898538	M007	OFF
2011-04-05 16:24:30.98934	M016	OFF
2011-04-05 16:24:31.011246	M015	OFF
2011-04-05 16:24:31.888955	SS010	MOVED
2011-04-05 16:24:39.354809	M014	ON
2011-04-05 16:24:40.023611	SS010	STILL
2011-04-05 16:24:41.82902	M014	OFF
2011-04-05 16:24:43.163708	SS010	STILL
2011-04-05 16:24:46.099648	SS010	MOVED
2011-04-05 16:24:47.929585	SS010	STILL
2011-04-05 16:24:49.836916	M014	ON
2011-04-05 16:24:49.855564	M015	ON
2011-04-05 16:24:51.061685	M014	OFF
2011-04-05 16:24:51.076644	M016	ON
2011-04-05 16:24:51.464661	M017	ON
2011-04-05 16:24:52.258303	M016	OFF
2011-04-05 16:24:53.103093	M018	ON
2011-04-05 16:24:54.218032	M015	OFF
2011-04-05 16:24:56.210377	M017	OFF
2011-04-05 16:24:57.453604	M018	OFF
2011-04-05 16:24:58.330976	SS009	MOVED
2011-04-05 16:24:58.57438	SS002	MOVED
2011-04-05 16:24:59.638842	SS010	MOVED
2011-04-05 16:25:00.878061	SS003	MOVED
2011-04-05 16:25:03.049369	SS010	STILL
2011-04-05 16:25:07.888558	SS010	MOVED
2011-04-05 16:25:10.048071	SS009	STILL
2011-04-05 16:25:10.522896	SS003	STILL
2011-04-05 16:25:10.60026	SS003	MOVED
2011-04-05 16:25:10.8403	SS009	MOVED
2011-04-05 16:25:11.643399	SS010	STILL
2011-04-05 16:25:11.969625	M018	ON
2011-04-05 16:25:13.469647	M017	ON
2011-04-05 16:25:15.429642	M016	ON
2011-04-05 16:25:15.818039	M015	ON
2011-04-05 16:25:17.473824	M018	OFF
2011-04-05 16:25:17.865818	M017	OFF
2011-04-05 16:25:19.739942	M016	OFF
2011-04-05 16:25:20.427023	SS010	MOVED
2011-04-05 16:25:20.584162	M015	OFF
2011-04-05 16:25:21.934085	SS008	STILL
2011-04-05 16:25:22.323383	SS003	STILL
2011-04-05 16:25:22.603417	A001	2.85051
2011-04-05 16:25:24.676469	SS011	STILL
2011-04-05 16:25:25.346298	SS011	MOVED
2011-04-05 16:25:25.402914	SS001	STILL
2011-04-05 16:25:27.337454	SS011	STILL
2011-04-05 16:25:28.099312	SS011	MOVED
2011-04-05 16:25:29.076995	SS001	MOVED
2011-04-05 16:25:32.013322	SS011	STILL
2011-04-05 16:25:32.132706	SS011	MOVED
2011-04-05 16:25:32.481011	A001	2.82903
2011-04-05 16:25:32.758111	SS002	STILL
2011-04-05 16:25:33.15094	SS002	MOVED
2011-04-05 16:25:34.656038	SS001	MOVED
2011-04-05 16:25:35.779307	SS003	MOVED
2011-04-05 16:25:44.701747	SS003	STILL
2011-04-05 16:25:50.242615	SS008	MOVED
2011-04-05 16:25:53.261133	D007	OPEN
2011-04-05 16:25:53.276302	M016	ON
2011-04-05 16:25:53.290201	M015	ON
2011-04-05 16:25:53.635442	M017	ON
2011-04-05 16:25:54.694828	M016	OFF
2011-04-05 16:25:55.25161	M017	OFF
2011-04-05 16:25:55.408166	SS007	MOVED
2011-04-05 16:25:55.627062	M015	OFF
2011-04-05 16:25:58.064083	SS008	STILL
2011-04-05 16:25:58.946297	M017	ON
2011-04-05 16:26:00.982662	D007	CLOSE
2011-04-05 16:26:02.288436	M018	ON
2011-04-05 16:26:04.653146	A001	2.85567
2011-04-05 16:26:06.228899	M017	OFF
2011-04-05 16:26:07.114716	A001	2.8334
2011-04-05 16:26:07.485823	M018	OFF
2011-04-05 16:26:08.562173	M018	ON
2011-04-05 16:26:10.341328	M017	ON
2011-04-05 16:26:14.473641	T002	24.5
2011-04-05 16:26:14.491531	T005	24
2011-04-05 16:26:15.536204	M017	OFF
2011-04-05 16:26:15.597844	M016	ON
2011-04-05 16:26:15.616263	M015	ON
2011-04-05 16:26:15.638075	M018	OFF
2011-04-05 16:26:16.292791	M014	ON
2011-04-05 16:26:18.523315	M014	OFF
2011-04-05 16:26:18.899891	M017	ON
2011-04-05 16:26:19.735567	M016	OFF
2011-04-05 16:26:20.30189	M015	OFF
2011-04-05 16:26:22.383558	SS003	STILL
2011-04-05 16:26:22.608277	SS010	MOVED
2011-04-05 16:26:22.918069	SS011	STILL
2011-04-05 16:26:23.053573	SS008	STILL
2011-04-05 16:26:23.33108	M017	OFF
2011-04-05 16:26:23.483916	SS001	STILL
2011-04-05 16:26:24.910216	SS002	STILL
2011-04-05 16:26:24.954091	SS002	MOVED
2011-04-05 16:26:26.275121	SS001	MOVED
2011-04-05 16:26:27.299589	SS008	MOVED
2011-04-05 16:26:27.939799	M017	ON
2011-04-05 16:26:28.111376	SS010	STILL
2011-04-05 16:26:29.234468	M017	OFF
2011-04-05 16:26:29.832965	M017	ON
2011-04-05 16:26:30.318739	SS011	STILL
2011-04-05 16:26:31.153906	SS001	STILL
2011-04-05 16:26:31.23939	P001	714
2011-04-05 16:26:31.274582	SS001	MOVED
2011-04-05 16:26:31.70405	SS011	MOVED
2011-04-05 16:26:35.958802	SS003	MOVED
2011-04-05 16:26:36.575156	M016	ON
2011-04-05 16:26:36.62102	M015	ON
2011-04-05 16:26:37.411897	M014	ON
2011-04-05 16:26:38.870165	M013	ON
2011-04-05 16:26:39.702656	M015	OFF
2011-04-05 16:26:40.887837	M017	OFF
2011-04-05 16:26:40.906648	M016	OFF
2011-04-05 16:26:41.279096	M011	ON
2011-04-05 16:26:42.347095	M014	OFF
2011-04-05 16:26:42.716487	M013	OFF
2011-04-05 16:26:43.236401	P001	726
2011-04-05 16:26:44.878627	SS008	STILL
2011-04-05 16:26:45.375961	SS011	STILL
2011-04-05 16:26:45.539493	SS011	MOVED
2011-04-05 16:26:47.492884	SS011	STILL
2011-04-05 16:26:47.947438	SS010	MOVED
2011-04-05 16:26:48.388329	SS003	STILL
2011-04-05 16:26:49.22818	P001	713
2011-04-05 16:26:49.73534	SS003	MOVED
2011-04-05 16:26:49.782728	SS001	STILL
2011-04-05 16:26:51.701406	SS003	STILL
2011-04-05 16:26:52.741208	M011	OFF
2011-04-05 16:26:53.348585	M011	ON
2011-04-05 16:26:55.213602	SS001	MOVED
2011-04-05 16:26:55.294386	SS011	MOVED
2011-04-05 16:26:55.311705	P001	678
2011-04-05 16:26:55.516389	SS003	MOVED
2011-04-05 16:26:55.89157	SS008	MOVED
2011-04-05 16:26:56.388426	SS007	MOVED
2011-04-05 16:26:57.083605	SS010	STILL
2011-04-05 16:26:57.169122	M013	ON
2011-04-05 16:26:58.702967	M014	ON
2011-04-05 16:26:59.935905	M015	ON
2011-04-05 16:27:00.295315	M016	ON
2011-04-05 16:27:00.909859	M013	OFF
2011-04-05 16:27:01.795475	M017	ON
2011-04-05 16:27:03.025997	M014	OFF
2011-04-05 16:27:03.040971	M011	OFF
2011-04-05 16:27:04.425276	M016	OFF
2011-04-05 16:27:04.442972	M015	OFF
2011-04-05 16:27:09.737119	M016	ON
2011-04-05 16:27:10.13341	M015	ON
2011-04-05 16:27:10.662514	M014	ON
2011-04-05 16:27:12.20115	M013	ON
2011-04-05 16:27:12.633524	M017	OFF
2011-04-05 16:27:13.235749	M015	OFF
2011-04-05 16:27:13.845884	M011	ON
2011-04-05 16:27:14.241436	M016	OFF
2011-04-05 16:27:15.465283	M014	OFF
2011-04-05 16:27:16.316816	M013	OFF
2011-04-05 16:27:18.43012	M012	ON
2011-04-05 16:27:18.807439	M013	ON
2011-04-05 16:27:20.009669	M014	ON
2011-04-05 16:27:20.403492	M012	OFF
2011-04-05 16:27:20.773779	M011	OFF
2011-04-05 16:27:21.157601	M015	ON
2011-04-05 16:27:22.027215	M016	ON
2011-04-05 16:27:22.577134	M013	OFF
2011-04-05 16:27:22.94697	M017	ON
2011-04-05 16:27:24.172461	M014	OFF
2011-04-05 16:27:24.18682	M018	ON
2011-04-05 16:27:25.711624	M016	OFF
2011-04-05 16:27:25.727542	M015	OFF
2011-04-05 16:27:29.625668	M018	OFF
2011-04-05 16:27:36.107604	A001	2.80832
2011-04-05 16:27:38.587255	A002	0.120353
2011-04-05 16:27:38.856052	SS008	STILL
2011-04-05 16:27:39.580026	SS003	STILL
2011-04-05 16:27:41.029483	SS010	MOVED
2011-04-05 16:27:41.095251	SS001	STILL
2011-04-05 16:27:41.124178	A001	2.83348
2011-04-05 16:27:41.144835	A002	0.410905
2011-04-05 16:27:41.165978	A003	0.165315
2011-04-05 16:27:41.212833	M017	OFF
2011-04-05 16:27:42.069596	SS011	STILL
2011-04-05 16:27:42.208467	SS009	STILL
2011-04-05 16:27:43.562176	A002	0.460007
2011-04-05 16:27:43.587763	A003	0.218089
2011-04-05 16:27:46.015365	A002	0.434616
2011-04-05 16:27:46.034086	A003	0.190003
2011-04-05 16:27:46.183715	SS007	STILL
2011-04-05 16:27:47.958827	SS002	STILL
2011-04-05 16:27:48.480348	A002	0.396959
2011-04-05 16:27:48.497463	A003	0.215745
2011-04-05 16:27:50.921111	A003	0.180003
2011-04-05 16:27:53.289811	P001	802
2011-04-05 16:27:53.414537	A002	0.459773
2011-04-05 16:27:53.448449	A003	0.221136
2011-04-05 16:27:55.86695	A002	0.419811
2011-04-05 16:27:55.886091	A003	0.180237
2011-04-05 16:27:56.815537	SS007	MOVED
2011-04-05 16:27:58.319497	A002	0.453444
2011-04-05 16:27:58.338847	A003	0.222816
2011-04-05 16:27:59.754572	SS007	STILL
2011-04-05 16:28:00.823771	A001	2.85403
2011-04-05 16:28:00.843037	A002	0.392076
2011-04-05 16:28:00.861142	A003	0.190433
2011-04-05 16:28:03.277102	A003	0.226019
2011-04-05 16:28:05.734097	A002	0.415006
2011-04-05 16:28:05.757155	A003	0.203284
2011-04-05 16:28:06.311153	SS007	MOVED
2011-04-05 16:28:07.749115	M017	ON
2011-04-05 16:28:07.861216	SS002	MOVED
2011-04-05 16:28:08.225819	A002	0.3002
2011-04-05 16:28:08.262377	A003	0.137111
2011-04-05 16:28:08.34666	SS001	MOVED
2011-04-05 16:28:08.852657	SS010	STILL
2011-04-05 16:28:08.934311	SS009	MOVED
2011-04-05 16:28:09.473949	SS008	MOVED
2011-04-05 16:28:09.749865	M016	ON
2011-04-05 16:28:10.068335	SS003	MOVED
2011-04-05 16:28:10.128492	M015	ON
2011-04-05 16:28:10.718985	A001	2.82028
2011-04-05 16:28:10.768343	A002	0.053243
2011-04-05 16:28:10.789292	A003	0.034024
2011-04-05 16:28:11.217708	M008	ON
2011-04-05 16:28:12.156467	M016	OFF
2011-04-05 16:28:12.18314	M007	ON
2011-04-05 16:28:12.523843	M001	ON
2011-04-05 16:28:13.146852	M023	ON
2011-04-05 16:28:13.911248	M017	OFF
2011-04-05 16:28:13.945317	M015	OFF
2011-04-05 16:28:15.428891	M007	OFF
2011-04-05 16:28:15.664453	A002	0.0291801
2011-04-05 16:28:16.275114	M008	OFF
2011-04-05 16:28:17.925492	M001	OFF
2011-04-05 16:28:18.542131	M023	OFF
2011-04-05 16:28:19.173548	M023	ON
2011-04-05 16:28:20.263859	M023	OFF
2011-04-05 16:28:20.857166	M023	ON
2011-04-05 16:28:23.092534	A001	2.85247
2011-04-05 16:28:25.550559	A001	2.83184
2011-04-05 16:28:26.935102	M023	OFF
2011-04-05 16:28:28.218801	M023	ON
2011-04-05 16:28:33.610997	M001	ON
2011-04-05 16:28:35.305502	P001	754
2011-04-05 16:28:36.015535	M007	ON
2011-04-05 16:28:36.398161	M008	ON
2011-04-05 16:28:37.162602	M009	ON
2011-04-05 16:28:37.753084	M023	OFF
2011-04-05 16:28:38.35977	M007	OFF
2011-04-05 16:28:38.981902	M001	OFF
2011-04-05 16:28:40.072297	M007	ON
2011-04-05 16:28:40.67512	M001	ON
2011-04-05 16:28:41.058955	M023	ON
2011-04-05 16:28:42.450308	M009	OFF
2011-04-05 16:28:42.822852	M007	OFF
2011-04-05 16:28:44.310819	M008	OFF
2011-04-05 16:28:45.625765	M001	OFF
2011-04-05 16:28:46.857528	M001	ON
2011-04-05 16:28:47.92817	M007	ON
2011-04-05 16:28:48.310096	M008	ON
2011-04-05 16:28:49.76735	M015	ON
2011-04-05 16:28:50.151773	M016	ON
2011-04-05 16:28:50.549997	M007	OFF
2011-04-05 16:28:51.122141	M023	OFF
2011-04-05 16:28:51.493837	M017	ON
2011-04-05 16:28:51.867992	M008	OFF
2011-04-05 16:28:52.251574	M001	OFF
2011-04-05 16:28:52.639157	M016	OFF
2011-04-05 16:28:54.171727	M015	OFF
2011-04-05 16:28:55.223225	A001	2.85325
2011-04-05 16:28:57.642513	M017	OFF
2011-04-05 16:28:57.919206	SS003	STILL
2011-04-05 16:28:58.332086	SS003	MOVED
2011-04-05 16:28:59.544137	M017	ON
2011-04-05 16:29:01.542064	M018	ON
2011-04-05 16:29:04.908218	M017	OFF
2011-04-05 16:29:04.944123	M018	OFF
2011-04-05 16:29:05.151229	A001	2.8202
2011-04-05 16:29:06.200798	M017	ON
2011-04-05 16:29:17.538077	A001	2.84559
2011-04-05 16:29:19.496743	M018	ON
2011-04-05 16:29:21.663047	M019	ON
2011-04-05 16:29:22.470119	A003	0.0118752
2011-04-05 16:29:23.195435	M017	OFF
2011-04-05 16:29:23.591477	M021	ON
2011-04-05 16:29:24.430797	M022	ON
2011-04-05 16:29:24.925545	A001	2.82184
2011-04-05 16:29:26.174996	M023	ON
2011-04-05 16:29:26.781291	M019	OFF
2011-04-05 16:29:27.733211	M001	ON
2011-04-05 16:29:27.752439	M021	OFF
2011-04-05 16:29:27.769044	M018	OFF
2011-04-05 16:29:28.110753	M022	OFF
2011-04-05 16:29:28.968298	M007	ON
2011-04-05 16:29:29.888543	A003	0.0400006
2011-04-05 16:29:30.158596	M002	ON
2011-04-05 16:29:31.146544	M023	OFF
2011-04-05 16:29:31.161395	M007	OFF
2011-04-05 16:29:32.397094	M001	OFF
2011-04-05 16:29:34.780677	M003	ON
2011-04-05 16:29:41.87674	M007	ON
2011-04-05 16:29:42.230388	A001	2.84262
2011-04-05 16:29:42.626171	M008	ON
2011-04-05 16:29:42.640588	M003	OFF
2011-04-05 16:29:43.290158	M009	ON
2011-04-05 16:29:44.51081	M016	ON
2011-04-05 16:29:44.527508	M015	ON
2011-04-05 16:29:44.734089	A001	2.81957
2011-04-05 16:29:45.694542	M009	OFF
2011-04-05 16:29:46.231657	D007	OPEN
2011-04-05 16:29:46.246659	M007	OFF
2011-04-05 16:29:46.745664	M008	OFF
2011-04-05 16:29:46.781361	M017	ON
2011-04-05 16:29:47.357544	M002	OFF
2011-04-05 16:29:47.914348	M016	OFF
2011-04-05 16:29:48.504286	M015	OFF
2011-04-05 16:29:48.793273	SS018	MOVED
2011-04-05 16:29:49.354949	M017	OFF
2011-04-05 16:29:50.040826	SS008	STILL
2011-04-05 16:29:50.202219	SS003	STILL
2011-04-05 16:29:50.921868	SS008	MOVED
2011-04-05 16:29:51.022117	M017	ON
2011-04-05 16:29:52.145871	A001	2.84043
2011-04-05 16:29:52.728244	D007	CLOSE
2011-04-05 16:29:54.186182	M016	ON
2011-04-05 16:29:54.216391	M015	ON
2011-04-05 16:29:55.136471	M014	ON
2011-04-05 16:29:55.386141	P001	409
2011-04-05 16:29:56.200129	M017	OFF
2011-04-05 16:29:57.958288	M016	OFF
2011-04-05 16:29:58.702402	M013	ON
2011-04-05 16:29:58.735859	M015	OFF
2011-04-05 16:29:59.469545	M009	ON
2011-04-05 16:29:59.868225	M008	ON
